split,filename,source_path,output_path,original_class,assigned_class,median_snr_db,mean_snr_db,min_snr_db,max_snr_db,n_particles_with_snr,snr_threshold_db,assignment_reason,file_action
train,HFocusing_5_10_2um2_0_1553.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1553.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1553.npy,2um,unclear,-12.594082472315629,-12.491812749844096,-19.52970631507644,-4.601466590347363,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1554.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1554.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1554.npy,2um,unclear,-11.718166636049325,-11.051990229342625,-15.850232315922845,6.81073380396867,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1557.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1557.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1557.npy,2um,unclear,-12.144671926477992,-10.49654542388353,-15.814521572765628,3.2703581187882804,23,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1563.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1563.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1563.npy,2um,unclear,-10.534129832973827,-11.114362264883626,-16.75337904727144,-3.605185367804661,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1564.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1564.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1564.npy,2um,unclear,-12.122425646810523,-12.11820613140072,-20.347917329631734,-7.46799518149553,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1571.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1571.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1571.npy,2um,unclear,-12.395960393510173,-10.678064837684172,-17.777570290454577,-2.120395866173446,7,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1572.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1572.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1572.npy,2um,2um,-9.628449200478203,-9.79985735490444,-14.996532308057194,5.969944258586866,13,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_1575.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1575.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1575.npy,2um,unclear,-12.132445711602767,-12.001837573079415,-13.979403323451361,-9.411343406712167,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1576.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1576.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1576.npy,2um,unclear,-11.668508939568106,-10.156792314704315,-16.897053842089615,0.28473243458662817,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1579.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1579.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1579.npy,2um,unclear,-12.668350516899732,-12.346344336479362,-15.482490603424937,-9.758150079289505,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1580.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1580.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1580.npy,2um,unclear,-12.299265948866717,-10.930709688584662,-15.842612332830042,-3.8901621675817504,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1583.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1583.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1583.npy,2um,unclear,-10.558899366998455,-11.028128980732182,-17.59044190582973,-3.9758176994530365,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1584.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1584.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1584.npy,2um,unclear,-12.847530889975921,-12.19808038751733,-18.884835020542116,-1.0318061969662824,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1586.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1586.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1586.npy,2um,unclear,-12.327266365350889,-10.520703017170414,-14.629870405540018,-1.1542557992644205,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1587.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1587.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1587.npy,2um,unclear,-13.676937012588198,-12.912331797608392,-17.207935181822293,-0.5182680414514761,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1589.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1589.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1589.npy,2um,unclear,-12.872285115824555,-13.091686820467551,-17.410739566769134,-9.012140418831141,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_159.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_159.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_159.npy,2um,unclear,-11.307229518414658,-10.504934723463286,-15.480503418023375,4.778500221978754,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1590.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1590.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1590.npy,2um,unclear,-12.911092020456795,-11.317086905192092,-15.794007524851821,1.0219767481583089,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1593.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1593.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1593.npy,2um,unclear,-10.851382310045615,-9.4225962229365,-15.196416975527836,1.305760636327189,8,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1596.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1596.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1596.npy,2um,unclear,-12.730946404438917,-12.715512143971468,-14.13445152521253,-10.295115914223885,9,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1597.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1597.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1597.npy,2um,2um,-9.787298212049725,-9.313294903121701,-15.550601772904042,2.439861900901726,14,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_16.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_16.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_16.npy,2um,unclear,-13.60420224444842,-13.222077622907603,-18.380049384465245,-8.151944203253365,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1600.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1600.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1600.npy,2um,unclear,-12.601422009960203,-12.636810400479504,-19.23400614249772,-7.649920693317558,7,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1601.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1601.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1601.npy,2um,unclear,-12.011946454804423,-10.616323836574889,-15.561681399824401,0.42305870278336544,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1604.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1604.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1604.npy,2um,unclear,-12.633686607558836,-12.772599049950845,-17.584765597739718,-8.62181994257099,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1605.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1605.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1605.npy,2um,unclear,-12.621062573409183,-12.530726392485022,-16.290292811647674,-9.497424220455423,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1607.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1607.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1607.npy,2um,unclear,-12.613711608704786,-13.126564353496503,-17.760782506415232,-9.41944078115747,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1608.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1608.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1608.npy,2um,unclear,-11.896577296157275,-12.071015159900037,-21.14945248870167,-1.7889264091250436,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1619.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1619.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1619.npy,2um,unclear,-12.727677200525001,-12.645174315618473,-16.281498841968897,-7.440232296555523,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1620.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1620.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1620.npy,2um,unclear,-12.166963774412098,-11.128002764021717,-14.021002303821106,0.15140732285572095,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1622.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1622.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1622.npy,2um,unclear,-13.005555108294228,-13.087847129243167,-18.625524620833104,-8.99868840592481,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1626.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1626.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1626.npy,2um,unclear,-12.957479734556985,-13.003892940910664,-16.974497074352982,-9.728478376820043,23,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1627.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1627.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1627.npy,2um,unclear,-13.828004346062261,-12.916452637540074,-17.36065719384507,-0.4700377427678537,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1630.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1630.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1630.npy,2um,unclear,-10.759287547538094,-10.511066482434979,-15.142246540426969,-1.050037357438973,8,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1634.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1634.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1634.npy,2um,unclear,-12.258818538602982,-12.464547932603852,-19.501569394111957,-6.555586148437102,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1637.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1637.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1637.npy,2um,unclear,-12.801627376089556,-12.637002125126566,-18.050271319528818,-8.686503130633564,24,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1638.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1638.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1638.npy,2um,2um,-9.480266735981642,-8.820947985078648,-16.541277904721294,6.459684386965075,14,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_1641.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1641.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1641.npy,2um,unclear,-12.369387124302545,-11.857793780078744,-20.437229551197348,-0.7821128876611433,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1644.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1644.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1644.npy,2um,unclear,-13.340846818923426,-12.19512641362561,-16.31054626281373,-0.2184266654259684,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1645.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1645.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1645.npy,2um,unclear,-13.60850790406012,-12.257814992195327,-17.207427352013656,0.9545263655579863,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1648.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1648.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1648.npy,2um,unclear,-12.722902384773196,-12.177618620966118,-16.154647364163864,-5.0387870789096745,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1649.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1649.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1649.npy,2um,unclear,-12.227994388126287,-11.36366299835071,-16.164896036621275,3.2355172087740836,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_165.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_165.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_165.npy,2um,unclear,-13.710324624461489,-13.640771395007338,-18.417748450019538,-11.064625075675462,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1652.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1652.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1652.npy,2um,unclear,-11.455023168393959,-11.250175684453847,-15.640916297361587,-3.47786999858015,10,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1656.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1656.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1656.npy,2um,unclear,-11.886902508148921,-12.543205106153021,-18.710960031729726,-6.917712646099799,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_166.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_166.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_166.npy,2um,unclear,-11.645445493432863,-9.794993808667115,-15.65787024203548,0.2995796131350559,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1660.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1660.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1660.npy,2um,unclear,-12.79605225874825,-12.490169209586158,-20.14648785421223,5.128098398350412,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1667.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1667.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1667.npy,2um,unclear,-12.042090587659825,-11.04210765797394,-17.725435125043887,-2.6305364947163294,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1670.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1670.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1670.npy,2um,unclear,-13.340088109960362,-12.197878881254534,-16.17926275134275,-5.896055382261382,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1671.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1671.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1671.npy,2um,unclear,-11.725099028480962,-9.989217062246126,-17.463592375846954,6.964925695518059,10,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1673.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1673.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1673.npy,2um,unclear,-14.02710755573934,-13.815242423671737,-19.29621908861606,-9.233291398093385,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1674.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1674.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1674.npy,2um,unclear,-12.241676350531776,-11.745324368458046,-17.14892671260212,-0.7643841270505511,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1677.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1677.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1677.npy,2um,unclear,-12.539526922531174,-12.07863816777999,-17.99412885166071,-5.55606339348185,21,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_168.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_168.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_168.npy,2um,unclear,-12.534586255906163,-12.714533716708512,-16.823604300115388,-8.562439337865829,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1680.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1680.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1680.npy,2um,unclear,-13.117882377280463,-12.870938967694014,-17.384717380250294,-7.774384472670251,21,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1681.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1681.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1681.npy,2um,unclear,-10.434109296034212,-10.196700187912207,-18.111217627119828,-2.8720013910101834,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1684.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1684.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1684.npy,2um,unclear,-12.915807264523744,-12.71419406673985,-14.955910369392424,-11.118518386710672,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1688.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1688.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1688.npy,2um,unclear,-13.362213414411432,-13.366864186244161,-18.92831332945616,-10.192776882842915,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1689.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1689.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1689.npy,2um,unclear,-12.735348947473156,-11.706862446925017,-17.44406654827884,1.09728921766468,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1692.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1692.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1692.npy,2um,unclear,-14.321756015022073,-11.937677989491787,-16.84957535539771,3.5442136217102616,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1696.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1696.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1696.npy,2um,2um,-9.920624425679371,-10.253579029870451,-20.005612563558284,5.434349531016425,15,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_1698.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1698.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1698.npy,2um,unclear,-11.504615056626744,-11.287144261984992,-15.313327766944909,-6.543682664596093,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1699.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1699.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1699.npy,2um,unclear,-11.944778502064102,-11.706315251054498,-15.70672925608168,-4.670041065555978,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_17.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_17.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_17.npy,2um,unclear,-13.254068680392148,-11.682084107466128,-17.8278079868557,3.2519867482252347,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1702.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1702.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1702.npy,2um,unclear,-12.164073148711719,-11.223486077893503,-16.15889946297942,-1.4370895758562452,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1705.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1705.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1705.npy,2um,unclear,-11.48408945848175,-11.252257197088298,-17.695255435034166,-5.809208231177353,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1709.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1709.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1709.npy,2um,unclear,-12.834586315651972,-13.14349347619263,-17.6384450223775,-8.546759803695565,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_171.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_171.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_171.npy,2um,2um,-9.491981073898645,-10.211503125681789,-17.60674107740431,-0.6703203907050908,14,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_1710.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1710.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1710.npy,2um,unclear,-10.884429366658384,-9.874634109984253,-13.904428754010063,2.5058619108691964,8,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1713.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1713.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1713.npy,2um,unclear,-11.620904875399656,-9.006529842507014,-17.563215886317593,2.7305125104351124,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1716.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1716.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1716.npy,2um,unclear,-14.608587845532735,-14.577146912728429,-18.664833779723423,-10.273181400719105,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1717.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1717.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1717.npy,2um,unclear,-12.946346522037413,-12.51995520693521,-18.610000164442766,0.10364918010260286,23,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1719.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1719.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1719.npy,2um,unclear,-13.030361500711127,-13.514241887414295,-17.22622344868584,-10.033410903228397,10,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1720.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1720.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1720.npy,2um,unclear,-11.156207730176593,-10.377646758875546,-17.952773553835303,0.6703599156973584,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1724.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1724.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1724.npy,2um,unclear,-11.956941997410135,-10.639261446141735,-18.47135812609648,-4.449265376944563,17,-10.0,median_snr_below_threshold,symlinked
