dataset,split,class,signal_name,signal_path,mean_abs,min,max,labels,peak_groups
p1_yolo_clean_filt_4class_lim10,val,unclear,HFocusing_5_10_10um_0_1059.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/val/signals/HFocusing_5_10_10um_0_1059.npy,0.0504338631,-1.19515051,1.18642745,10um=2,3
p1_yolo_clean_filt_4class_lim10,val,unclear,HFocusing_5_10_10um_0_1519.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/val/signals/HFocusing_5_10_10um_0_1519.npy,0.0221016665,-0.137266608,0.11168129,"10um=1, unclear=1",5
p1_yolo_clean_filt_4class_lim10,test,10um,HFocusing_5_10_10um_0_1030.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1030.npy,0.386321195,-3.774472,4.71865658,10um=1,2
p1_yolo_clean_filt_4class_lim10,test,10um,HFocusing_5_10_10um_0_1620.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1620.npy,0.0409201594,-1.07715131,1.19174089,10um=2,3
p1_yolo_clean_filt_4class_lim10,test,10um,HFocusing_5_10_10um_0_1080.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1080.npy,0.0547991808,-1.65114335,1.44619217,10um=1,3
p1_yolo_clean_filt_4class_lim10,test,10um,HFocusing_5_10_10um_0_1095.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1095.npy,0.0344094011,-0.330102325,0.331373374,10um=1,3
p1_yolo_clean_filt_4class_lim10,test,2um,HFocusing_5_10_2um2_0_1753.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_1753.npy,0.0289273541,-0.171187352,0.159774455,"2um=2, unclear=1",4
p1_yolo_clean_filt_4class_lim10,test,2um,HFocusing_5_10_2um2_0_2486.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_2486.npy,0.0241566586,-0.163888395,0.142256291,2um=1,3
p1_yolo_clean_filt_4class_lim10,test,2um,HFocusing_5_10_2um2_0_102.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_102.npy,0.0344794058,-0.535539078,0.509037702,2um=2,3
p1_yolo_clean_filt_4class_lim10,test,2um,HFocusing_5_10_2um2_0_1034.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_1034.npy,0.0263605897,-0.198570697,0.17123356,2um=1,3
p1_yolo_clean_filt_4class_lim10,test,4um,HFocusing_5_10_4um_0_1515.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_4um_0_1515.npy,0.0721244165,-0.50153521,0.472962151,4um=6,6
p1_yolo_clean_filt_4class_lim10,test,4um,HFocusing_5_10_4um_0_326.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_4um_0_326.npy,0.0345462685,-0.452079072,0.492614581,4um=1,2
p1_yolo_clean_filt_4class_lim10,test,4um,HFocusing_5_10_4um_0_986.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_4um_0_986.npy,0.03876998,-0.432515851,0.404055766,4um=3,4
p1_yolo_clean_filt_4class_lim10,test,4um,HFocusing_5_10_4um_0_1004.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_4um_0_1004.npy,0.0392597105,-0.461903263,0.406869606,4um=2,2
p1_yolo_clean_filt_4class_lim10,test,no_label,HFocusing_5_10_10um_0_1012.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1012.npy,0.0218082505,-0.102319715,0.0980975361,,4
p1_yolo_clean_filt_4class_lim10,test,no_label,HFocusing_5_10_2um2_0_1085.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_1085.npy,0.0219696796,-0.0838530369,0.113389686,,3
p1_yolo_clean_filt_4class_lim10,test,no_label,HFocusing_5_10_2um2_0_2496.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_2496.npy,0.0213530957,-0.108017886,0.0891541411,,1
p1_yolo_clean_filt_4class_lim10,test,no_label,HFocusing_5_10_4um_0_93.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_4um_0_93.npy,0.0208945081,-0.0842753933,0.100504773,,3
p1_yolo_clean_filt_4class_lim10,test,unclear,HFocusing_5_10_10um_0_1021.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1021.npy,0.0216764981,-0.116088347,0.0955283209,unclear=1,2
p1_yolo_clean_filt_4class_lim10,test,unclear,HFocusing_5_10_2um2_0_475.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_2um2_0_475.npy,0.0324619508,-0.187334042,0.184005879,unclear=1,2
p1_yolo_clean_filt_4class_lim10,test,unclear,HFocusing_5_10_4um_0_97.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_4um_0_97.npy,0.022707503,-0.0909766468,0.101408916,unclear=2,6
p1_yolo_clean_filt_4class_lim10,test,unclear,HFocusing_5_10_10um_0_1164.npy,P1/yolo_dataset_Particles2SNR_F_c1_4class_lim10_trainval/test/signals/HFocusing_5_10_10um_0_1164.npy,0.0388375664,-0.278381241,0.282795318,10um=1,2
