file,path,class,interval_idx,start_sample,end_sample,duration_samples,flat_derivative_count,fs,fmin,fmax,min_flat,zero_threshold,method
HFocusing_5_10_10um_0_1915.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1915.npy,10um,0,4658,9601,4943,4942,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_192.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_192.npy,10um,0,0,1039,1039,1038,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1944.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1944.npy,10um,0,0,614,614,613,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1948.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1948.npy,10um,0,6450,10404,3954,3953,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1951.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1951.npy,10um,0,12500,15674,3174,3173,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_199.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_199.npy,10um,0,0,819,819,818,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_199.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_199.npy,10um,1,13093,15377,2284,2283,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1994.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1994.npy,10um,0,15391,16384,993,992,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2017.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2017.npy,10um,0,7198,11780,4582,4581,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2023.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2023.npy,10um,0,15373,16384,1011,1010,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2037.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2037.npy,10um,0,9058,13796,4738,4737,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_204.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_204.npy,10um,0,0,817,817,816,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2050.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2050.npy,10um,0,0,3141,3141,3140,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2070.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2070.npy,10um,0,0,1122,1122,1121,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2071.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2071.npy,10um,0,4695,9438,4743,4742,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2074.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2074.npy,10um,0,11960,16150,4190,4189,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2087.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2087.npy,10um,0,9649,14396,4747,4746,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_210.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_210.npy,10um,0,0,1309,1309,1308,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_2106.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_2106.npy,10um,0,10903,12936,2033,2032,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_221.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_221.npy,10um,0,5705,7619,1914,1913,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_23.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_23.npy,10um,0,15266,16384,1118,1117,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_230.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_230.npy,10um,0,14991,16384,1393,1392,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_232.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_232.npy,10um,0,0,1560,1560,1559,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_255.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_255.npy,10um,0,13850,16384,2534,2533,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_30.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_30.npy,10um,0,0,2825,2825,2824,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_304.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_304.npy,10um,0,11156,12390,1234,1233,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_32.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_32.npy,10um,0,636,5649,5013,5012,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_329.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_329.npy,10um,0,5415,8918,3503,3502,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_340.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_340.npy,10um,0,6718,9954,3236,3235,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_361.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_361.npy,10um,0,4461,6965,2504,2503,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_406.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_406.npy,10um,0,8361,11155,2794,2793,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_419.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_419.npy,10um,0,3794,6260,2466,2465,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_446.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_446.npy,10um,0,12431,14845,2414,2413,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_447.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_447.npy,10um,0,666,3251,2585,2584,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_453.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_453.npy,10um,0,2987,5729,2742,2741,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_454.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_454.npy,10um,0,7186,10045,2859,2858,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_479.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_479.npy,10um,0,879,4153,3274,3273,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_485.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_485.npy,10um,0,2457,4819,2362,2361,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_486.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_486.npy,10um,0,2460,6028,3568,3567,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_488.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_488.npy,10um,0,6248,9705,3457,3456,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_494.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_494.npy,10um,0,10422,13168,2746,2745,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_495.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_495.npy,10um,0,4505,7705,3200,3199,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_498.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_498.npy,10um,0,10388,13801,3413,3412,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_501.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_501.npy,10um,0,10928,11885,957,956,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_504.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_504.npy,10um,0,4804,7748,2944,2943,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_520.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_520.npy,10um,0,804,4298,3494,3493,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_523.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_523.npy,10um,0,8968,12538,3570,3569,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_548.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_548.npy,10um,0,1624,3784,2160,2159,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_578.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_578.npy,10um,0,6366,9680,3314,3313,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_587.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_587.npy,10um,0,13610,15993,2383,2382,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_648.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_648.npy,10um,0,2694,6919,4225,4224,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_656.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_656.npy,10um,0,15254,16384,1130,1129,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_663.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_663.npy,10um,0,329,4727,4398,4397,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_665.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_665.npy,10um,0,6341,9927,3586,3585,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_673.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_673.npy,10um,0,8164,11478,3314,3313,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_683.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_683.npy,10um,0,14572,16384,1812,1811,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_685.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_685.npy,10um,0,0,3482,3482,3481,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_701.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_701.npy,10um,0,1905,4768,2863,2862,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_707.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_707.npy,10um,0,5650,9239,3589,3588,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_710.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_710.npy,10um,0,8590,9224,634,633,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_713.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_713.npy,10um,0,0,1486,1486,1485,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_714.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_714.npy,10um,0,11003,12727,1724,1723,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_721.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_721.npy,10um,0,5360,8077,2717,2716,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_728.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_728.npy,10um,0,10454,14858,4404,4403,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_731.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_731.npy,10um,0,3315,6748,3433,3432,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_734.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_734.npy,10um,0,5695,8720,3025,3024,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_740.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_740.npy,10um,0,4932,8795,3863,3862,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_741.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_741.npy,10um,0,441,3353,2912,2911,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_744.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_744.npy,10um,0,12385,16384,3999,3998,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_749.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_749.npy,10um,0,3229,5767,2538,2537,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_753.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_753.npy,10um,0,10950,14674,3724,3723,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_756.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_756.npy,10um,0,12609,13949,1340,1339,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_76.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_76.npy,10um,0,4088,7310,3222,3221,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_761.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_761.npy,10um,0,1594,3778,2184,2183,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_761.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_761.npy,10um,1,15793,16384,591,590,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_768.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_768.npy,10um,0,0,3255,3255,3254,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_769.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_769.npy,10um,0,3732,6541,2809,2808,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_772.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_772.npy,10um,0,11086,15618,4532,4531,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_778.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_778.npy,10um,0,9539,11669,2130,2129,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_782.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_782.npy,10um,0,10158,13410,3252,3251,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_800.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_800.npy,10um,0,4517,8459,3942,3941,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_830.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_830.npy,10um,0,10286,13952,3666,3665,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_833.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_833.npy,10um,0,7874,12127,4253,4252,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_837.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_837.npy,10um,0,6866,8739,1873,1872,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_867.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_867.npy,10um,0,14534,16384,1850,1849,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_885.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_885.npy,10um,0,4757,8435,3678,3677,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_895.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_895.npy,10um,0,8743,9472,729,728,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_898.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_898.npy,10um,0,3559,7616,4057,4056,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_90.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_90.npy,10um,0,10364,14820,4456,4455,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_909.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_909.npy,10um,0,1585,5099,3514,3513,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_917.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_917.npy,10um,0,1320,5570,4250,4249,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_93.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_93.npy,10um,0,3189,6074,2885,2884,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_948.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_948.npy,10um,0,6152,8015,1863,1862,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_952.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_952.npy,10um,0,0,2004,2004,2003,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_961.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_961.npy,10um,0,13183,14120,937,936,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_97.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_97.npy,10um,0,6295,9428,3133,3132,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_972.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_972.npy,10um,0,7184,9117,1933,1932,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
